loan_type,loan_amount_index,previous_defaults,previous_nondefaults,previous_loan_count,cars_in_household,other_vehicles_owned,adults_in_household,children_in_household,market_segment_code,issues_needing_resolution,hmc,application_year,application_month,application_in_first_half_of_month,loan_origination,repeat_customer,mystery_field,loan_default
auto,99,0,0,0,1,0,1,0,ms818,0,0,2021,1,0,bank branch,0,54,0
residential,145,0,0,0,2,1,1,0,ms498,1,0,2021,6,0,website,0,38,0
auto,169,0,0,0,1,1,2,1,ms818,2,0,2021,11,1,website,0,7,0
other,81,0,0,0,0,3,2,0,ms818,2,0,2021,7,1,website,0,27,0
auto,153,0,0,0,0,3,2,0,ms498,0,0,2022,6,1,website,0,100,1
auto,82,0,0,0,2,1,2,0,ms650,3,0,2022,2,0,website,0,154,0
auto,114,0,0,0,0,3,2,1,ms818,2,0,2021,4,1,website,0,70,0
auto,117,0,0,0,2,2,2,0,ms498,1,0,2021,8,0,website,0,47,0
auto,94,0,5,5,0,2,1,0,ms498,1,0,2021,3,1,other,1,14,0
auto,180,0,0,0,0,1,2,0,ms296,1,0,2022,7,1,website,0,14,0
auto,60,0,0,0,2,2,2,1,ms818,1,0,2021,7,1,website,0,53,0
auto,152,0,0,0,0,3,2,0,ms818,2,0,2020,7,1,website,0,10,0
auto,95,0,0,0,2,1,2,0,ms818,0,0,2021,9,0,bank branch,0,22,0
auto,80,1,8,9,1,0,1,0,ms818,3,0,2022,1,1,other,1,17,0
auto,126,0,0,0,1,0,2,0,ms818,1,0,2020,8,1,website,0,37,0
auto,115,0,0,0,0,2,1,0,ms818,0,0,2021,8,0,bank branch,0,127,1
auto,105,0,0,0,0,2,2,0,ms818,0,0,2020,7,0,bank branch,0,100,0
other,156,0,0,0,2,3,1,0,ms818,2,0,2021,3,1,website,0,31,0
other,92,0,0,0,1,2,2,0,ms818,1,0,2022,6,1,website,0,133,0
auto,93,0,0,0,2,7,2,1,ms818,0,0,2021,4,0,website,0,254,1
auto,96,0,0,0,2,5,2,1,ms498,0,0,2022,2,1,website,0,57,0
auto,140,0,0,0,2,3,3,0,ms301,1,0,2021,2,0,website,0,84,0
auto,90,0,0,0,1,0,2,0,ms818,0,0,2021,2,0,bank branch,0,296,1
auto,144,0,0,0,1,2,2,0,ms818,0,0,2021,1,0,bank branch,0,89,0
other,89,0,0,0,0,1,1,0,ms818,1,0,2021,7,0,website,0,1,0
other,122,0,0,0,0,4,1,0,ms818,1,0,2021,10,1,website,0,17,0
auto,75,0,0,0,1,1,2,0,ms818,0,0,2022,4,1,bank branch,0,212,0
residential,161,0,0,0,1,3,2,0,ms818,2,0,2021,1,1,website,0,172,1
other,110,0,0,0,2,0,1,0,ms818,1,0,2021,2,0,website,0,24,0
auto,109,0,0,0,2,2,2,0,ms818,0,0,2022,8,1,website,0,59,0
auto,65,0,3,3,0,3,1,0,ms818,0,0,2020,9,0,other,1,4,0
residential,178,0,0,0,2,5,2,1,ms818,3,0,2022,4,0,website,0,160,0
auto,117,0,0,0,2,4,1,1,ms818,1,0,2021,12,1,website,0,149,0
auto,143,0,0,0,0,3,2,0,ms498,0,0,2021,1,0,website,0,141,1
auto,86,0,0,0,2,1,2,0,ms818,0,0,2021,9,1,bank branch,0,62,0
auto,77,0,1,1,0,1,2,0,ms818,0,1,2021,3,0,other,1,13,0
auto,67,1,11,12,0,1,1,0,ms818,1,0,2022,2,1,other,1,25,0
auto,86,0,0,0,1,2,2,0,ms818,1,1,2020,12,1,website,0,104,0
auto,110,0,0,0,2,3,3,0,ms296,2,0,2022,2,0,website,0,43,0
auto,183,0,0,0,1,1,2,2,ms301,0,0,2021,9,1,website,0,8,0
auto,120,0,0,0,2,0,1,0,ms818,0,0,2020,8,0,website,0,23,0
residential,108,0,0,0,0,2,1,0,ms498,0,0,2020,8,1,bank branch,0,96,0
other,81,0,0,0,2,2,2,0,ms818,1,0,2021,11,0,website,0,234,0
auto,120,0,0,0,2,3,2,0,ms818,1,0,2021,9,1,website,0,79,0
other,126,0,0,0,1,2,2,0,ms818,0,0,2021,4,0,website,0,19,0
auto,157,0,0,0,1,0,2,2,ms301,0,0,2021,4,0,website,0,73,1
auto,88,0,0,0,0,3,2,1,ms818,1,0,2021,3,0,website,0,51,0
auto,159,0,0,0,1,1,3,0,ms498,2,0,2021,9,1,website,0,54,0
auto,65,6,68,74,0,3,1,0,ms818,1,0,2022,7,1,other,1,8,0
other,81,0,0,0,0,1,2,0,ms818,1,0,2021,6,1,website,0,26,0
other,134,0,0,0,1,3,2,0,ms818,1,0,2022,8,0,website,0,69,0
auto,159,0,0,0,0,2,3,0,ms498,0,0,2021,10,1,website,0,100,0
auto,63,0,0,0,2,0,2,0,ms818,0,0,2021,7,1,bank branch,0,59,0
auto,127,0,0,0,1,2,2,0,ms818,1,0,2021,1,1,website,0,154,0
auto,90,0,0,0,0,1,1,0,ms818,1,0,2022,1,1,website,0,26,0
auto,98,0,0,0,1,1,2,0,ms498,1,1,2021,6,1,website,0,44,0
auto,77,0,0,0,0,4,2,0,ms818,3,0,2020,12,1,website,0,228,0
residential,150,0,0,0,2,2,2,0,ms498,2,0,2022,5,1,website,0,36,0
auto,152,0,0,0,0,2,2,0,ms818,2,0,2021,2,1,website,0,36,0
auto,150,0,0,0,0,2,2,0,ms818,1,0,2022,6,1,website,0,56,1
auto,95,0,0,0,0,3,2,0,ms818,3,0,2020,8,0,website,0,63,0
auto,105,0,0,0,0,2,2,0,ms818,1,0,2021,10,0,website,0,143,0
other,119,0,0,0,0,1,2,0,ms818,1,0,2021,1,1,website,0,18,0
auto,92,0,0,0,1,3,2,0,ms818,1,0,2022,3,1,website,0,42,0
auto,66,0,0,0,0,1,1,0,ms818,0,0,2021,7,1,website,0,134,0
other,75,0,0,0,1,3,2,0,ms818,2,0,2022,3,0,website,0,146,0
auto,67,0,0,0,1,4,2,0,ms818,2,0,2022,3,1,website,0,87,0
auto,110,0,0,0,2,2,1,0,ms498,3,0,2021,2,0,website,0,217,0
residential,86,0,0,0,2,1,1,0,ms818,0,0,2021,7,0,bank branch,0,124,0
residential,45,0,0,0,0,3,2,0,ms818,1,0,2021,10,0,bank branch,0,158,0
residential,109,0,0,0,0,2,2,0,ms818,0,0,2020,8,0,bank branch,0,116,0
auto,93,0,0,0,0,4,2,0,ms818,1,0,2021,12,0,website,0,199,1
auto,65,1,6,7,0,2,1,0,ms818,0,0,2021,7,1,other,1,14,0
auto,78,0,0,0,1,2,2,0,ms818,0,0,2021,7,0,website,0,110,0
other,78,0,0,0,0,2,1,0,ms818,0,0,2021,4,0,website,0,16,0
residential,109,0,0,0,0,2,2,0,ms818,0,0,2020,12,1,bank branch,0,57,0
other,101,0,0,0,0,1,2,0,ms818,0,0,2022,6,1,website,0,95,0
auto,161,0,0,0,0,3,2,2,ms650,0,0,2020,10,1,website,0,23,0
auto,152,0,0,0,0,2,2,1,ms818,1,0,2021,12,0,website,0,65,0
auto,100,0,0,0,1,2,2,1,ms818,1,0,2021,2,0,bank branch,0,39,0
auto,123,0,0,0,0,1,2,1,ms818,1,0,2022,7,1,website,0,296,1
other,89,0,0,0,1,1,2,0,ms818,1,0,2022,7,1,website,0,245,0
auto,143,0,0,0,2,2,1,0,ms296,0,0,2021,11,1,other,0,3,0
auto,114,0,0,0,0,2,2,0,ms818,0,0,2021,9,1,website,0,138,1
auto,149,0,0,0,1,1,1,0,ms818,2,0,2021,1,0,website,0,34,0
auto,139,0,0,0,2,5,3,0,ms498,1,1,2021,6,1,website,0,36,0
auto,168,0,0,0,0,1,2,2,ms301,1,0,2021,2,0,website,0,208,1
auto,91,0,0,0,2,2,2,0,ms818,1,0,2021,12,0,website,0,233,0
residential,162,0,0,0,1,1,2,0,ms498,3,0,2021,12,1,website,0,132,0
auto,95,0,1,1,1,1,1,0,ms498,0,0,2022,3,0,other,1,4,0
auto,105,0,0,0,1,2,2,0,ms818,1,0,2021,11,1,website,0,132,0
auto,137,0,0,0,0,1,1,0,ms818,0,0,2021,3,0,other,0,217,1
auto,91,0,0,0,2,1,2,0,ms818,1,0,2021,2,0,website,0,110,0
auto,100,0,0,0,0,2,1,0,ms818,0,0,2020,8,1,bank branch,0,188,0
auto,81,0,0,0,1,2,2,0,ms818,0,0,2021,9,1,bank branch,0,98,0
auto,95,0,0,0,0,2,2,0,ms818,1,0,2020,8,1,website,0,68,0
auto,130,0,0,0,0,2,1,0,ms818,0,0,2021,10,1,website,0,203,1
auto,69,0,0,0,0,2,2,0,ms498,0,0,2020,10,0,bank branch,0,15,0
auto,62,0,0,0,1,0,1,0,ms818,0,0,2020,10,1,website,0,16,0
auto,143,0,0,0,0,3,2,0,ms498,1,0,2021,9,0,website,0,62,0
auto,126,0,0,0,0,4,2,0,ms818,1,0,2020,8,0,website,0,52,0
auto,86,0,0,0,0,4,2,0,ms296,0,0,2021,6,1,bank branch,0,20,0
auto,89,0,0,0,1,3,2,0,ms818,0,0,2020,7,1,website,0,123,0
auto,129,0,0,0,0,3,3,0,ms818,2,0,2021,12,1,website,0,208,1
auto,89,0,0,0,1,3,2,0,ms818,1,0,2020,8,1,website,0,107,0
auto,231,0,0,0,1,3,2,2,ms301,1,0,2020,7,0,website,0,48,1
auto,80,0,0,0,0,3,1,0,ms818,0,0,2021,9,1,bank branch,0,91,0
auto,65,0,0,0,0,1,1,0,ms498,0,0,2022,3,1,other,0,37,0
other,81,0,0,0,2,4,2,0,ms818,1,0,2021,12,1,website,0,233,0
auto,140,0,0,0,1,2,3,0,ms498,2,0,2022,7,0,website,0,322,1
auto,80,0,0,0,0,2,2,0,ms818,0,0,2022,7,1,website,0,101,0
auto,121,0,0,0,0,4,3,0,ms498,1,0,2021,4,0,website,0,198,1
auto,175,0,0,0,0,3,2,0,ms498,1,0,2021,1,1,website,0,11,0
residential,115,0,0,0,0,2,2,0,ms818,1,0,2021,12,0,bank branch,0,343,1
auto,108,0,0,0,1,2,2,1,ms818,1,0,2021,11,1,website,0,112,0
auto,67,1,14,15,0,1,1,0,ms818,2,1,2022,5,0,other,1,25,0
auto,129,0,0,0,1,2,2,0,ms498,1,0,2021,10,0,website,0,173,1
auto,94,0,0,0,0,3,2,0,ms818,2,0,2021,3,0,website,0,64,0
auto,99,0,0,0,1,2,2,0,ms818,2,0,2021,3,1,website,0,87,0
auto,105,0,0,0,2,5,2,0,ms818,1,0,2021,9,0,website,0,169,1
other,77,0,0,0,2,2,2,0,ms818,0,0,2021,5,1,website,0,12,0
auto,136,0,0,0,2,5,2,0,ms498,1,0,2022,4,0,website,0,108,1
auto,85,0,0,0,0,3,2,0,ms818,0,0,2021,2,0,bank branch,0,43,0
other,98,0,0,0,1,0,1,0,ms818,1,0,2021,2,1,website,0,185,0
auto,91,0,0,0,2,2,2,0,ms818,1,0,2021,11,0,website,0,200,0
other,118,0,0,0,0,3,2,0,ms818,3,0,2021,3,1,website,0,87,0
auto,65,0,0,0,2,2,2,0,ms818,0,0,2020,10,1,bank branch,0,146,0
other,77,0,0,0,1,5,2,0,ms818,1,0,2021,7,0,website,0,92,0
other,139,0,0,0,0,2,2,0,ms818,1,0,2021,7,0,website,0,28,0
auto,125,0,0,0,1,3,2,0,ms498,0,0,2021,8,0,website,0,82,0
other,99,0,0,0,2,5,2,0,ms818,0,0,2022,8,0,website,0,232,1
auto,63,0,0,0,2,1,1,0,ms498,1,0,2021,5,0,website,0,28,0
auto,100,0,0,0,1,2,2,0,ms818,0,0,2021,7,0,bank branch,0,90,1
auto,65,0,6,6,1,1,1,0,ms818,0,0,2021,9,1,other,1,23,0
auto,207,0,0,0,1,2,3,1,ms604,1,0,2022,4,1,website,0,49,0
auto,120,0,0,0,1,4,2,0,ms818,1,0,2021,9,1,website,0,74,0
auto,63,0,0,0,2,7,2,0,ms818,0,0,2020,11,0,website,0,99,0
residential,160,0,0,0,2,1,2,0,ms818,3,0,2022,5,0,website,0,201,0
auto,65,0,0,0,1,1,2,0,ms818,0,0,2020,7,0,bank branch,0,68,0
other,60,0,0,0,2,2,2,0,ms818,1,0,2021,2,0,website,0,84,0
other,101,0,0,0,0,2,2,0,ms818,1,0,2022,8,0,website,0,236,1
auto,67,0,0,0,2,1,2,0,ms818,1,0,2021,6,1,website,0,34,0
auto,100,0,0,0,0,2,1,0,ms818,0,0,2020,8,1,bank branch,0,164,0
other,89,0,0,0,0,1,2,0,ms818,0,0,2021,8,1,website,0,25,1
auto,100,0,0,0,0,2,2,0,ms818,0,0,2021,10,1,bank branch,0,55,0
auto,168,0,0,0,1,2,3,0,ms498,1,0,2021,1,1,website,0,73,0
auto,91,0,0,0,2,2,2,0,ms818,2,0,2021,9,0,website,0,40,0
other,104,0,0,0,0,2,1,0,ms818,1,0,2021,3,1,website,0,50,0
auto,90,1,0,1,0,3,2,0,ms818,0,0,2020,8,1,bank branch,1,31,0
auto,90,0,0,0,1,2,2,0,ms818,0,0,2020,7,1,bank branch,0,155,0
auto,126,0,0,0,0,2,2,0,ms498,0,0,2021,7,0,website,0,37,0
residential,76,0,0,0,2,4,1,0,ms818,0,0,2020,7,1,bank branch,0,337,0
other,49,0,0,0,2,4,1,0,ms818,1,0,2021,3,0,website,0,51,0
auto,99,0,0,0,2,2,2,0,ms818,2,0,2021,9,0,website,0,30,0
residential,90,0,0,0,2,0,1,0,ms818,0,0,2021,2,0,bank branch,0,405,0
auto,137,0,0,0,0,3,2,0,ms498,1,0,2022,7,0,website,0,111,1
other,79,0,0,0,1,2,2,0,ms818,0,0,2022,3,1,website,0,253,1
auto,127,0,0,0,0,4,2,0,ms498,1,0,2021,9,0,website,0,32,0
auto,121,0,0,0,4,10,2,1,ms818,2,0,2022,3,0,website,0,155,1
residential,138,0,0,0,1,1,2,0,ms296,0,0,2020,7,0,website,0,104,1
auto,65,0,0,0,0,1,1,0,ms818,0,0,2022,4,0,bank branch,0,15,0
other,98,0,0,0,1,0,2,0,ms818,0,0,2022,3,1,website,0,11,0
auto,131,0,0,0,0,2,2,1,ms818,2,1,2021,12,1,website,0,155,0
residential,104,0,0,0,0,1,2,0,ms818,0,0,2021,8,1,bank branch,0,66,0
other,119,0,0,0,2,1,2,0,ms818,2,0,2021,4,0,website,0,27,0
auto,72,0,0,0,1,2,2,0,ms818,0,0,2021,12,1,bank branch,0,66,0
auto,81,0,0,0,2,2,2,0,ms818,0,0,2021,9,1,bank branch,0,130,0
auto,76,0,0,0,2,3,2,0,ms498,1,0,2021,2,0,website,0,247,0
auto,146,0,0,0,2,6,2,0,ms498,1,0,2022,5,1,website,0,86,0
auto,110,1,0,1,1,3,1,0,ms818,0,0,2020,8,0,bank branch,1,8,0
auto,105,0,0,0,1,1,2,0,ms818,0,0,2021,11,0,website,0,90,1
auto,92,0,0,0,1,2,3,0,ms818,0,0,2022,4,1,bank branch,0,85,0
auto,114,0,0,0,1,3,1,0,ms498,1,0,2022,6,1,website,0,35,0
other,89,0,0,0,0,2,2,0,ms818,0,0,2022,5,1,bank branch,0,52,0
auto,130,0,0,0,0,2,2,0,ms296,0,0,2022,5,1,website,0,100,0
other,81,0,0,0,0,2,2,0,ms818,0,0,2021,6,1,website,0,26,0
auto,63,0,0,0,2,3,2,0,ms818,0,0,2022,2,0,website,0,47,0
auto,162,0,0,0,2,5,2,0,ms296,1,0,2022,5,1,website,0,101,0
other,66,0,0,0,1,3,2,0,ms818,1,0,2021,7,1,website,0,52,0
auto,87,0,0,0,2,2,2,0,ms818,1,0,2021,6,1,bank branch,0,18,0
auto,75,0,0,0,2,2,2,0,ms818,0,0,2021,7,0,bank branch,0,72,1
auto,151,0,0,0,2,1,2,1,ms498,2,0,2021,2,1,website,0,129,1
auto,111,0,0,0,1,5,2,0,ms818,2,0,2022,7,0,website,0,235,1
auto,78,0,0,0,2,4,1,0,ms818,0,0,2020,7,1,bank branch,0,240,0
auto,95,0,1,1,0,3,1,0,ms818,2,0,2022,5,0,other,1,18,0
auto,87,0,0,0,2,1,2,0,ms818,1,0,2021,8,1,website,0,133,1
auto,99,0,0,0,1,3,2,0,ms498,1,0,2021,7,0,website,0,74,0
auto,79,0,1,1,2,3,1,0,ms818,0,0,2022,1,1,other,1,12,0
auto,101,0,0,0,1,2,2,0,ms498,1,0,2021,8,1,website,0,26,0
other,78,0,0,0,0,2,2,0,ms818,0,0,2021,10,0,website,0,14,0
auto,93,0,0,0,0,1,2,0,ms498,0,0,2021,8,1,bank branch,0,12,0
auto,147,0,0,0,0,4,3,0,ms498,2,1,2021,11,0,website,0,75,0
residential,109,0,0,0,0,2,2,0,ms818,0,0,2020,12,1,bank branch,0,60,0
other,89,0,0,0,1,1,2,0,ms818,2,0,2022,7,0,website,0,289,0
auto,152,0,0,0,1,1,3,0,ms498,1,0,2021,8,0,website,0,28,0
auto,95,0,0,0,0,1,1,0,ms818,0,0,2022,6,1,website,0,33,0
auto,69,0,0,0,2,5,2,0,ms818,1,0,2021,8,1,website,0,110,0
auto,131,0,0,0,0,3,2,0,ms498,3,0,2022,5,1,website,0,226,0
auto,99,0,0,0,0,1,2,0,ms818,0,0,2022,1,1,website,0,19,0
auto,52,0,0,0,0,3,2,0,ms818,1,0,2021,5,1,bank branch,0,58,0
auto,136,0,0,0,2,3,2,0,ms818,1,0,2021,12,0,website,0,37,0
other,78,0,0,0,0,3,2,0,ms818,1,0,2021,4,1,website,0,18,0
auto,95,0,0,0,0,2,1,0,ms818,0,0,2022,8,0,website,0,47,0
auto,119,0,0,0,2,1,2,0,ms498,2,0,2021,3,1,website,0,29,0
auto,106,0,0,0,1,1,2,0,ms818,0,0,2020,10,0,website,0,76,0
residential,198,0,0,0,2,1,2,2,ms301,0,0,2021,6,1,website,0,12,0
auto,65,0,10,10,0,1,1,0,ms818,1,1,2021,2,0,other,1,25,0
auto,107,0,0,0,2,0,2,0,ms818,1,0,2021,1,0,website,0,44,0
residential,102,0,0,0,0,2,2,0,ms818,0,0,2020,7,0,bank branch,0,78,0
auto,85,0,0,0,1,3,1,0,ms818,0,0,2022,3,0,website,0,25,0
auto,165,0,0,0,0,3,2,0,ms498,1,0,2022,4,1,website,0,98,0
auto,118,0,0,0,0,3,2,0,ms818,2,0,2020,7,1,website,0,27,0
other,86,0,0,0,1,1,2,0,ms818,2,0,2021,11,0,website,0,192,0
auto,123,0,0,0,0,3,2,0,ms818,1,0,2022,4,1,website,0,105,0
auto,65,0,3,3,1,1,1,0,ms818,0,0,2021,9,0,other,1,26,0
auto,82,0,0,0,1,0,2,0,ms818,2,0,2020,8,1,website,0,29,0
auto,75,0,0,0,1,2,2,0,ms818,0,0,2021,9,0,bank branch,0,128,0
auto,92,0,0,0,0,4,2,0,ms818,2,0,2022,2,1,website,0,13,0
residential,174,0,0,0,2,2,2,1,ms818,2,0,2022,7,0,website,0,17,0
auto,110,0,0,0,0,2,2,0,ms818,1,0,2021,9,0,other,0,25,0
auto,151,0,0,0,2,2,2,2,ms301,2,0,2022,3,1,website,0,77,0
auto,158,0,0,0,1,2,3,0,ms498,1,0,2022,3,0,website,0,128,1
auto,114,0,0,0,1,2,2,0,ms498,1,1,2021,8,1,website,0,110,0
other,75,0,0,0,1,3,2,0,ms818,3,0,2022,2,0,website,0,10,0
auto,67,0,0,0,1,4,2,0,ms818,0,0,2020,10,0,bank branch,0,171,0
auto,117,0,0,0,1,2,1,0,ms818,1,0,2022,5,1,website,0,121,0
other,67,0,0,0,1,3,2,0,ms818,0,0,2022,2,1,website,0,30,1
other,108,0,0,0,0,1,2,0,ms818,0,0,2021,2,1,website,0,116,1
other,99,0,0,0,1,4,2,0,ms818,1,0,2022,4,1,website,0,285,1
other,75,0,0,0,0,4,2,0,ms818,1,0,2021,4,1,website,0,31,0
auto,115,0,0,0,0,3,2,0,ms818,0,0,2022,5,0,bank branch,0,204,1
auto,150,0,0,0,1,4,2,2,ms301,1,0,2022,2,0,website,0,58,0
other,160,0,0,0,1,0,2,0,ms818,2,0,2022,8,1,website,0,15,0
auto,0,0,0,0,0,5,0,2,ms650,0,0,2020,10,0,other,0,24,0
auto,114,0,0,0,0,3,2,0,ms296,0,0,2021,12,1,bank branch,0,162,0
auto,167,0,0,0,2,4,2,0,ms818,2,0,2020,7,0,website,0,54,0
auto,0,0,2,2,0,1,1,0,ms818,0,0,2021,5,0,other,1,9,0
other,179,0,0,0,0,1,1,0,ms818,0,0,2022,8,1,website,0,12,0
auto,92,0,0,0,2,2,2,0,ms818,2,0,2022,2,0,website,0,34,0
other,112,0,0,0,1,1,2,0,ms818,1,0,2022,6,1,website,0,55,0
auto,6,0,0,0,0,3,0,2,ms650,1,0,2021,5,1,website,0,53,0
auto,60,0,0,0,1,2,2,0,ms818,0,0,2021,5,1,bank branch,0,46,0
auto,75,0,0,0,0,3,2,0,ms818,0,0,2021,8,0,bank branch,0,103,0
other,81,0,0,0,0,4,2,0,ms818,0,0,2021,8,1,website,0,80,1
auto,67,0,0,0,1,4,2,0,ms818,0,0,2020,10,0,bank branch,0,170,0
auto,89,0,0,0,1,2,2,0,ms818,1,0,2022,4,0,bank branch,0,79,0
auto,1,0,0,0,0,3,1,0,ms818,2,0,2021,5,1,website,0,74,0
auto,82,0,0,0,0,3,2,0,ms650,1,0,2021,4,1,website,0,71,0
auto,80,0,0,0,0,1,2,0,ms818,0,0,2022,2,1,bank branch,0,21,0
other,117,0,0,0,0,2,2,0,ms818,3,0,2022,4,1,website,0,62,0
auto,89,0,3,3,0,1,1,0,ms818,1,0,2022,2,1,other,1,17,0
auto,105,0,0,0,1,2,3,0,ms818,0,0,2021,10,0,bank branch,0,15,0
other,89,0,0,0,0,1,2,0,ms818,0,0,2022,6,0,website,0,32,0
other,97,0,0,0,1,2,2,0,ms818,1,0,2022,7,0,website,0,133,0
other,81,0,0,0,0,1,2,0,ms818,0,0,2021,5,0,website,0,22,0
residential,80,0,0,0,0,2,1,0,ms818,0,0,2020,11,1,bank branch,0,260,0
other,116,0,0,0,1,2,2,0,ms818,0,0,2021,10,0,website,0,127,0
auto,91,0,0,0,1,3,2,0,ms818,2,0,2021,2,0,website,0,187,0
auto,136,0,0,0,1,3,2,1,ms818,1,0,2021,12,1,website,0,94,0
auto,120,0,0,0,1,0,1,0,ms818,0,0,2021,2,1,bank branch,0,125,1
auto,180,0,0,0,0,1,2,0,ms818,1,0,2022,8,1,website,0,2,0
auto,103,0,0,0,1,0,2,0,ms818,0,0,2021,9,0,website,0,11,0
auto,140,0,0,0,0,2,2,0,ms818,0,0,2021,10,1,bank branch,0,53,0
auto,79,0,0,0,0,2,1,0,ms818,0,0,2020,10,1,other,0,10,0
auto,99,0,0,0,1,2,2,0,ms818,1,0,2021,8,0,website,0,138,1
auto,78,0,0,0,0,2,2,0,ms818,2,0,2022,1,1,website,0,63,0
auto,144,0,0,0,1,1,2,0,ms818,0,0,2022,5,1,website,0,74,0
auto,6,0,0,0,0,2,1,0,ms818,0,0,2021,5,0,website,0,11,0
auto,165,0,0,0,0,1,3,0,ms498,0,0,2021,11,1,website,0,9,0
auto,120,0,0,0,1,3,2,0,ms818,1,0,2021,9,0,website,0,87,0
auto,90,0,0,0,0,3,2,0,ms818,1,0,2021,8,1,website,0,98,0
auto,63,0,0,0,1,1,2,0,ms818,0,0,2020,10,1,bank branch,0,20,0
auto,110,0,0,0,0,3,1,0,ms818,0,0,2021,3,1,bank branch,0,167,1
auto,86,0,0,0,0,2,1,0,ms818,3,0,2020,8,0,website,0,66,0
auto,104,0,0,0,2,1,2,0,ms296,1,0,2022,7,1,bank branch,0,82,0
auto,107,0,0,0,0,1,2,0,ms498,1,0,2020,7,0,website,0,34,0
auto,158,0,0,0,0,3,2,1,ms818,1,0,2022,8,1,website,0,173,0
auto,91,0,0,0,0,3,1,0,ms818,3,0,2020,8,0,website,0,47,0
other,88,0,0,0,0,2,2,0,ms818,1,0,2021,3,1,website,0,65,0
auto,67,0,0,0,1,4,1,0,ms818,1,0,2021,11,1,website,0,191,0
other,120,0,0,0,1,3,2,0,ms818,1,0,2022,4,1,website,0,52,0
other,119,0,0,0,1,3,2,0,ms818,1,0,2021,1,0,website,0,29,1
other,81,0,0,0,0,2,2,0,ms818,0,0,2021,7,1,website,0,15,0
auto,120,0,0,0,0,1,2,0,ms818,1,0,2020,7,0,website,0,15,1
other,70,0,0,0,1,3,2,0,ms818,1,0,2022,2,0,website,0,27,0
auto,31,0,0,0,0,1,2,0,ms818,1,0,2021,6,0,other,0,15,0
auto,123,0,0,0,2,1,2,0,ms498,1,0,2020,10,0,website,0,28,0
auto,60,0,0,0,1,3,1,0,ms818,0,0,2020,8,1,bank branch,0,75,0
auto,152,0,0,0,2,1,2,1,ms818,0,0,2021,12,1,website,0,54,0
auto,89,0,0,0,0,2,2,0,ms498,2,0,2022,1,1,website,0,14,0
other,81,0,0,0,0,4,1,0,ms818,0,1,2021,7,0,website,0,93,0
auto,100,0,0,0,1,3,2,0,ms498,1,0,2021,7,0,website,0,55,0
auto,85,0,0,0,1,3,2,0,ms818,0,0,2021,7,0,bank branch,0,54,0
auto,110,0,0,0,0,2,3,0,ms818,1,0,2020,10,0,website,0,7,0
auto,110,0,0,0,0,3,1,0,ms818,0,0,2021,3,1,bank branch,0,181,1
auto,65,0,5,5,1,1,1,0,ms818,0,0,2022,5,1,other,1,17,0
auto,100,0,0,0,1,4,2,0,ms498,0,0,2022,2,0,website,0,36,0
auto,101,0,0,0,1,0,2,0,ms498,1,0,2020,9,0,website,0,33,0
auto,125,0,0,0,1,1,2,0,ms818,1,0,2022,7,1,website,0,17,0
auto,89,0,0,0,1,3,2,0,ms818,0,0,2022,5,1,bank branch,0,108,0
auto,95,0,0,0,0,2,1,0,ms818,0,0,2021,10,0,bank branch,0,214,0
auto,160,0,0,0,1,4,2,0,ms498,3,0,2022,5,1,website,0,68,0
other,75,0,0,0,1,1,1,0,ms818,1,0,2021,6,1,website,0,17,0
auto,0,2,0,2,0,1,1,0,ms818,3,0,2021,5,0,other,1,16,0
other,89,0,0,0,1,0,2,0,ms818,0,0,2021,8,0,website,0,27,0
auto,90,0,0,0,0,3,2,0,ms818,3,0,2022,3,0,website,0,290,0
auto,155,0,0,0,1,3,2,0,ms498,1,0,2022,8,1,website,0,121,0
auto,201,0,0,0,0,2,2,2,ms301,2,0,2021,11,0,website,0,26,0
auto,88,0,0,0,1,3,2,0,ms818,1,0,2022,1,1,website,0,36,0
other,84,0,0,0,0,2,2,0,ms818,0,0,2021,5,0,website,0,21,0
auto,185,0,0,0,2,2,2,0,ms818,0,0,2020,7,0,bank branch,0,59,0
auto,83,0,0,0,1,2,2,0,ms498,1,0,2022,3,0,website,0,93,0
residential,87,0,0,0,0,2,1,0,ms818,0,0,2020,11,0,bank branch,0,285,0
other,79,0,0,0,1,1,2,0,ms818,2,0,2021,4,1,website,0,78,0
auto,68,0,0,0,2,2,2,0,ms818,0,0,2022,1,1,website,0,63,0
auto,140,0,0,0,0,3,2,0,ms498,1,0,2021,9,1,website,0,83,0
auto,88,0,0,0,2,1,3,0,ms301,1,0,2021,5,1,bank branch,0,40,0
auto,117,0,0,0,1,2,2,0,ms818,1,0,2021,2,1,website,0,19,0
auto,108,0,0,0,1,4,2,0,ms818,0,0,2021,11,1,website,0,157,0
auto,85,0,0,0,0,2,2,0,ms818,0,0,2021,8,1,bank branch,0,146,0
other,79,0,0,0,2,3,2,0,ms818,0,0,2021,3,0,website,0,23,1
auto,170,0,0,0,0,3,1,0,ms498,0,0,2022,6,1,website,0,90,0
auto,81,0,0,0,2,5,2,0,ms818,0,0,2021,2,0,bank branch,0,212,0
residential,109,0,0,0,0,2,2,0,ms818,0,0,2020,12,1,bank branch,0,48,0
auto,134,0,0,0,0,4,2,0,ms498,0,0,2021,8,1,website,0,17,1
auto,67,0,0,0,0,2,2,0,ms818,0,0,2021,7,1,bank branch,0,25,0
